Ticker,Quarter,Depreciation,EPS in Rs,Expenses +,Interest,Net Profit +,Other Income +,Profit before tax,Tax %,Average Stock Price
CENTURYPLY.NS,2022-12-01,19.0,3.7,755.0,4.0,82.0,5.0,110.0,25.0,518.3155120365203
CENTURYPLY.NS,2023-03-01,20.0,5.16,802.0,4.0,115.0,16.0,155.0,26.0,514.2918217976888
CENTURYPLY.NS,2023-06-01,23.0,3.91,758.0,6.0,87.0,12.0,116.0,25.0,637.4697189331055
CENTURYPLY.NS,2023-09-01,23.0,4.36,853.0,6.0,97.0,15.0,129.0,25.0,644.7174011230469
CENTURYPLY.NS,2023-12-01,23.0,2.84,831.0,8.0,63.0,9.0,84.0,26.0,753.9871442241054
CENTURYPLY.NS,2024-03-01,25.0,3.58,923.0,10.0,78.0,8.0,110.0,28.0,651.8317415916314
CENTURYPLY.NS,2024-06-01,34.0,1.55,894.0,15.0,34.0,-5.0,58.0,41.0,713.9588938067036
CENTURYPLY.NS,2024-09-01,34.0,1.8,1072.0,17.0,40.0,-2.0,58.0,31.0,831.4069026823967
CENTURYPLY.NS,2024-12-01,34.0,2.63,1011.0,18.0,59.0,2.0,80.0,26.0,789.0563650131226
CENTURYPLY.NS,2025-03-01,36.0,2.36,1064.0,19.0,53.0,2.0,82.0,35.0,718.850949044955
CENTURYPLY.NS,2025-06-01,37.0,2.33,1041.0,22.0,53.0,2.0,71.0,26.0,744.5869302749634
CERA.NS,2022-06-01,8.0,30.36,334.0,1.0,40.0,-1.0,54.0,26.0,4299.622360956101
CERA.NS,2022-09-01,8.0,39.02,348.0,1.0,51.0,11.0,69.0,26.0,5345.431821761593
CERA.NS,2022-12-01,9.0,43.38,383.0,1.0,57.0,13.0,78.0,27.0,5428.447707403274
CERA.NS,2023-03-01,8.0,48.25,445.0,2.0,63.0,4.0,84.0,25.0,6446.120930989583
CERA.NS,2023-06-01,8.0,43.27,358.0,1.0,57.0,15.0,76.0,25.0,7818.078163146973
CERA.NS,2023-09-01,9.0,43.75,387.0,1.0,57.0,11.0,77.0,26.0,8507.967252604167
CERA.NS,2023-12-01,10.0,39.12,377.0,2.0,52.0,16.0,66.0,22.0,7868.1544937626
CERA.NS,2024-03-01,10.0,57.61,454.0,2.0,76.0,16.0,99.0,24.0,7002.869695113877
CERA.NS,2024-06-01,9.0,36.18,343.0,1.0,47.0,16.0,64.0,26.0,8829.349223475303
CERA.NS,2024-09-01,11.0,52.27,420.0,3.0,69.0,18.0,77.0,10.0,7717.214134954637
CERA.NS,2024-12-01,10.0,35.22,391.0,2.0,46.0,12.0,61.0,24.0,6849.17293548584
CERA.NS,2025-03-01,11.0,65.84,472.0,2.0,86.0,14.0,109.0,21.0,5688.445618710275
CERA.NS,2025-06-01,10.0,35.8,367.0,2.0,47.0,18.0,62.0,24.0,6628.41633605957
CESC.NS,2022-06-01,217.0,2.16,3452.0,265.0,297.0,191.0,359.0,17.0,67.11214023166232
CESC.NS,2022-09-01,221.0,2.3,3423.0,274.0,319.0,421.0,416.0,23.0,69.1145509289157
CESC.NS,2022-12-01,219.0,2.41,2633.0,289.0,336.0,426.0,414.0,19.0,67.00213901580327
CESC.NS,2023-03-01,221.0,3.27,2589.0,289.0,445.0,547.0,550.0,19.0,64.87223256429037
CESC.NS,2023-06-01,300.0,2.62,3586.0,308.0,368.0,323.0,439.0,16.0,70.91972386837006
CESC.NS,2023-09-01,303.0,2.63,3706.0,305.0,363.0,423.0,461.0,21.0,84.90934613545735
CESC.NS,2023-12-01,303.0,2.12,2898.0,296.0,301.0,617.0,364.0,17.0,123.81857496692288
CESC.NS,2024-03-01,311.0,3.02,2977.0,325.0,415.0,645.0,419.0,1.0,131.75762344618974
CESC.NS,2024-06-01,301.0,2.85,4492.0,322.0,388.0,744.0,492.0,21.0,163.98236846923828
CESC.NS,2024-09-01,295.0,2.66,3804.0,328.0,373.0,189.0,462.0,19.0,182.33073154572517
CESC.NS,2024-12-01,305.0,2.0,2951.0,339.0,282.0,396.0,362.0,22.0,156.8196736574173
CESC.NS,2025-03-01,304.0,2.81,3065.0,335.0,385.0,293.0,466.0,17.0,155.69237350205245
CESC.NS,2025-06-01,304.0,2.92,4338.0,363.0,404.0,311.0,508.0,20.0,169.62859416007996
CGPOWER.NS,2022-06-01,24.0,0.85,1456.0,5.0,130.0,16.0,173.0,25.0,202.73560878208704
CGPOWER.NS,2022-09-01,25.0,1.17,1437.0,5.0,179.0,11.0,241.0,26.0,248.47675151209677
CGPOWER.NS,2022-12-01,23.0,1.49,1475.0,4.0,228.0,60.0,310.0,26.0,290.9757784888858
CGPOWER.NS,2023-03-01,25.0,2.79,1627.0,2.0,426.0,199.0,447.0,5.0,312.03419596354166
CGPOWER.NS,2023-06-01,24.0,1.33,1609.0,1.0,204.0,29.0,270.0,24.0,394.1421408653259
CGPOWER.NS,2023-09-01,23.0,1.59,1693.0,0.0,242.0,43.0,329.0,26.0,412.3213383992513
CGPOWER.NS,2023-12-01,24.0,4.89,1718.0,1.0,748.0,579.0,816.0,8.0,449.5694619455645
CGPOWER.NS,2024-03-01,24.0,1.53,1908.0,1.0,234.0,42.0,301.0,22.0,543.5032219321041
CGPOWER.NS,2024-06-01,24.0,1.58,1900.0,1.0,241.0,33.0,336.0,28.0,703.9137868573589
CGPOWER.NS,2024-09-01,28.0,1.45,2118.0,2.0,220.0,29.0,294.0,25.0,739.2555551836567
CGPOWER.NS,2024-12-01,28.0,1.57,2185.0,1.0,238.0,34.0,335.0,29.0,668.7668647766113
CGPOWER.NS,2025-03-01,32.0,1.78,2406.0,3.0,274.0,71.0,384.0,29.0,633.230325989804
CGPOWER.NS,2025-06-01,44.0,1.76,2497.0,2.0,267.0,28.0,364.0,27.0,675.945309638977
CHALET.NS,2022-06-01,30.0,1.39,151.0,39.0,29.0,6.0,39.0,27.0,316.72857181609623
CHALET.NS,2022-09-01,30.0,0.77,163.0,38.0,16.0,4.0,21.0,26.0,356.90080753449473
CHALET.NS,2022-12-01,28.0,4.99,176.0,37.0,102.0,93.0,141.0,27.0,352.4690464564732
CHALET.NS,2023-03-01,30.0,1.79,186.0,41.0,37.0,-11.0,71.0,49.0,383.08416442871095
CHALET.NS,2023-06-01,31.0,4.32,201.0,45.0,89.0,4.0,37.0,-138.0,462.96093797683716
CHALET.NS,2023-09-01,35.0,1.77,189.0,50.0,36.0,4.0,44.0,18.0,573.216665649414
CHALET.NS,2023-12-01,35.0,3.44,208.0,48.0,71.0,6.0,89.0,20.0,728.454836937689
CHALET.NS,2024-03-01,37.0,4.01,235.0,53.0,82.0,6.0,99.0,17.0,820.9678003343486
CHALET.NS,2024-06-01,39.0,2.78,221.0,32.0,61.0,8.0,78.0,22.0,812.7862913070187
CHALET.NS,2024-09-01,42.0,-6.35,228.0,34.0,-139.0,6.0,79.0,274.0,872.1403188397808
CHALET.NS,2024-12-01,48.0,4.42,253.0,45.0,97.0,7.0,118.0,18.0,845.4406213760376
CHALET.NS,2025-03-01,50.0,5.67,281.0,48.0,124.0,15.0,159.0,22.0,834.3703365002648
CHALET.NS,2025-06-01,54.0,9.3,537.0,49.0,203.0,14.0,269.0,24.0,915.7195291519165
CHENNPETRO.NS,2022-06-01,133.0,158.32,19757.0,76.0,2358.0,2.0,3198.0,26.0,259.291499788799
CHENNPETRO.NS,2022-09-01,143.0,1.14,19284.0,61.0,17.0,4.0,25.0,31.0,207.82252748550908
CHENNPETRO.NS,2022-12-01,141.0,9.68,15621.0,108.0,144.0,3.0,188.0,23.0,199.61548505510603
CHENNPETRO.NS,2023-03-01,157.0,68.01,16382.0,84.0,1013.0,10.0,1396.0,27.0,251.19491780598958
CHENNPETRO.NS,2023-06-01,147.0,37.37,13795.0,57.0,556.0,10.0,756.0,26.0,357.6689443588257
CHENNPETRO.NS,2023-09-01,157.0,80.28,14740.0,65.0,1195.0,10.0,1593.0,25.0,515.106537882487
CHENNPETRO.NS,2023-12-01,151.0,24.53,16696.0,50.0,365.0,8.0,486.0,25.0,758.0263977050781
CHENNPETRO.NS,2024-03-01,151.0,42.17,16678.0,51.0,628.0,19.0,859.0,27.0,873.1575234623278
CHENNPETRO.NS,2024-06-01,150.0,23.98,16432.0,48.0,357.0,19.0,484.0,26.0,955.0201425860005
CHENNPETRO.NS,2024-09-01,153.0,-42.55,12761.0,52.0,-634.0,19.0,-862.0,-26.0,792.6338441910282
CHENNPETRO.NS,2024-12-01,153.0,1.4,12683.0,79.0,21.0,15.0,24.0,15.0,561.1075463294983
CHENNPETRO.NS,2025-03-01,150.0,31.56,16464.0,66.0,470.0,32.0,602.0,22.0,607.0774830963652
CHENNPETRO.NS,2025-06-01,151.0,-2.69,14714.0,37.0,-40.0,26.0,-64.0,-37.0,678.9197025299072
CIPLA.NS,2022-06-01,254.0,8.51,4232.0,18.0,706.0,103.0,975.0,28.0,949.2211943126861
CIPLA.NS,2022-09-01,299.0,9.78,4526.0,26.0,797.0,123.0,1100.0,28.0,1077.0698124054938
CIPLA.NS,2022-12-01,272.0,9.92,4403.0,32.0,808.0,114.0,1218.0,34.0,1031.4134221152653
CIPLA.NS,2023-03-01,346.0,6.51,4566.0,34.0,522.0,-48.0,745.0,30.0,885.0957051595052
CIPLA.NS,2023-06-01,239.0,12.33,4835.0,16.0,998.0,136.0,1375.0,28.0,1068.898959159851
CIPLA.NS,2023-09-01,290.0,14.01,4944.0,26.0,1155.0,176.0,1594.0,28.0,1186.1248168945312
CIPLA.NS,2023-12-01,233.0,13.08,4856.0,30.0,1068.0,-10.0,1474.0,28.0,1307.9163385206652
CIPLA.NS,2024-03-01,288.0,11.63,4847.0,18.0,932.0,249.0,1259.0,26.0,1412.8122062036546
CIPLA.NS,2024-06-01,247.0,14.58,4978.0,18.0,1175.0,160.0,1611.0,27.0,1511.5115888041835
CIPLA.NS,2024-09-01,272.0,16.13,5165.0,15.0,1305.0,191.0,1789.0,27.0,1565.9214083763861
CIPLA.NS,2024-12-01,280.0,19.45,5084.0,15.0,1575.0,222.0,1916.0,17.0,1454.249324798584
CIPLA.NS,2025-03-01,309.0,15.13,5192.0,14.0,1214.0,289.0,1504.0,19.0,1471.2365867485435
CIPLA.NS,2025-06-01,253.0,16.06,5179.0,14.0,1292.0,259.0,1770.0,27.0,1511.917242050171
CLEAN.NS,2022-06-01,8.0,5.92,143.0,0.0,63.0,2.0,85.0,26.0,1613.9125472780258
CLEAN.NS,2022-09-01,9.0,6.4,150.0,0.0,68.0,3.0,92.0,26.0,1651.8839800434728
CLEAN.NS,2022-12-01,9.0,7.89,129.0,0.0,84.0,13.0,112.0,25.0,1444.1240059988838
CLEAN.NS,2023-03-01,10.0,7.58,112.0,0.0,81.0,13.0,108.0,25.0,1404.7911315917968
CLEAN.NS,2023-06-01,11.0,5.55,112.0,0.0,59.0,13.0,79.0,25.0,1349.5217819213867
CLEAN.NS,2023-09-01,11.0,4.91,106.0,0.0,52.0,6.0,69.0,25.0,1377.1159566243489
CLEAN.NS,2023-12-01,11.0,5.89,108.0,0.0,63.0,8.0,83.0,25.0,1456.3087532289567
CLEAN.NS,2024-03-01,13.0,6.61,133.0,1.0,70.0,14.0,95.0,26.0,1320.5970231395656
CLEAN.NS,2024-06-01,16.0,6.2,129.0,0.0,66.0,10.0,89.0,26.0,1473.9886848695817
CLEAN.NS,2024-09-01,18.0,5.53,148.0,0.0,59.0,11.0,83.0,29.0,1485.5197635773688
CLEAN.NS,2024-12-01,18.0,6.18,142.0,0.0,66.0,5.0,85.0,23.0,1382.5331573486328
CLEAN.NS,2025-03-01,17.0,6.97,159.0,0.0,74.0,12.0,100.0,26.0,1231.851216978946
CLEAN.NS,2025-06-01,19.0,6.59,143.0,0.0,70.0,13.0,95.0,26.0,1339.8396244049072
COALINDIA.NS,2022-06-01,994.0,14.33,22865.0,150.0,8834.0,995.0,12077.0,27.0,154.60871959867933
COALINDIA.NS,2022-09-01,1077.0,9.81,22700.0,135.0,6044.0,1761.0,7687.0,21.0,184.24177895822834
COALINDIA.NS,2022-12-01,1262.0,12.58,24781.0,204.0,7719.0,1671.0,10594.0,27.0,184.38185458713107
COALINDIA.NS,2023-03-01,1860.0,11.16,28819.0,195.0,6869.0,2291.0,9569.0,28.0,194.21881942749025
COALINDIA.NS,2023-06-01,1527.0,17.08,22431.0,178.0,10498.0,1538.0,13385.0,22.0,196.32285165786743
COALINDIA.NS,2023-09-01,1594.0,13.06,22738.0,182.0,8049.0,2074.0,10336.0,22.0,264.5393628438314
COALINDIA.NS,2023-12-01,1723.0,16.64,23183.0,227.0,10292.0,2489.0,13510.0,24.0,359.80403629426036
COALINDIA.NS,2024-03-01,1892.0,13.91,26826.0,232.0,8530.0,2318.0,11582.0,26.0,414.85898809917904
COALINDIA.NS,2024-06-01,1952.0,17.78,22126.0,209.0,10944.0,1970.0,14147.0,23.0,458.45349662534653
COALINDIA.NS,2024-09-01,1898.0,10.21,22056.0,208.0,6275.0,1642.0,8153.0,23.0,436.6405068674395
COALINDIA.NS,2024-12-01,2513.0,13.8,24541.0,226.0,8491.0,2214.0,11792.0,28.0,369.2965030670166
COALINDIA.NS,2025-03-01,2782.0,15.58,26034.0,241.0,9593.0,4106.0,12873.0,25.0,380.8010812533104
COALINDIA.NS,2025-06-01,2307.0,14.19,23321.0,265.0,8734.0,1760.0,11709.0,25.0,377.4090414047241
COCHINSHIP.NS,2022-06-01,19.0,1.6,409.0,12.0,42.0,56.0,56.0,25.0,153.92078169565352
COCHINSHIP.NS,2022-09-01,20.0,4.29,548.0,12.0,113.0,62.0,165.0,32.0,246.23613000685168
COCHINSHIP.NS,2022-12-01,19.0,4.2,493.0,12.0,110.0,23.0,140.0,21.0,255.0471910749163
COCHINSHIP.NS,2023-03-01,11.0,1.5,667.0,-1.0,39.0,133.0,57.0,30.0,239.3019905090332
COCHINSHIP.NS,2023-06-01,17.0,3.75,397.0,9.0,99.0,84.0,137.0,28.0,320.9234108924866
COCHINSHIP.NS,2023-09-01,19.0,6.9,821.0,10.0,182.0,89.0,251.0,28.0,513.5011571248373
COCHINSHIP.NS,2023-12-01,20.0,9.29,746.0,8.0,244.0,58.0,340.0,28.0,754.1834559286795
COCHINSHIP.NS,2024-03-01,19.0,9.84,998.0,7.0,259.0,80.0,342.0,24.0,1191.6714301675054
COCHINSHIP.NS,2024-06-01,19.0,6.62,594.0,7.0,174.0,84.0,236.0,26.0,2289.003709362399
COCHINSHIP.NS,2024-09-01,26.0,7.18,946.0,9.0,189.0,101.0,263.0,28.0,1587.70751953125
COCHINSHIP.NS,2024-12-01,32.0,6.73,910.0,11.0,177.0,47.0,242.0,27.0,1464.3116092681885
COCHINSHIP.NS,2025-03-01,27.0,10.92,1492.0,12.0,287.0,157.0,384.0,25.0,1523.231737039857
COCHINSHIP.NS,2025-06-01,34.0,7.14,827.0,12.0,188.0,54.0,250.0,25.0,1921.9759349822998
COFORGE.NS,2022-06-01,63.0,4.91,1541.0,18.0,172.0,14.0,221.0,22.0,698.6273697141617
COFORGE.NS,2022-09-01,61.0,6.6,1622.0,21.0,221.0,14.0,268.0,18.0,705.271973640688
COFORGE.NS,2022-12-01,62.0,7.47,1696.0,22.0,236.0,32.0,307.0,23.0,790.5976514059399
COFORGE.NS,2023-03-01,72.0,3.76,1874.0,20.0,117.0,-50.0,155.0,25.0,787.3237548828125
COFORGE.NS,2023-06-01,76.0,5.41,1915.0,22.0,176.0,16.0,224.0,22.0,934.5933589935303
COFORGE.NS,2023-09-01,77.0,5.88,1935.0,32.0,188.0,9.0,241.0,22.0,1034.528111775716
COFORGE.NS,2023-12-01,81.0,7.71,1928.0,35.0,243.0,15.0,294.0,18.0,1234.28223640688
COFORGE.NS,2024-03-01,79.0,7.24,1929.0,37.0,229.0,14.0,288.0,20.0,1052.707138837394
COFORGE.NS,2024-06-01,72.0,3.99,2048.0,32.0,139.0,6.0,211.0,34.0,1143.0546057916456
COFORGE.NS,2024-09-01,124.0,6.06,2650.0,30.0,234.0,56.0,314.0,25.0,1468.8167035502772
COFORGE.NS,2024-12-01,116.0,6.45,2823.0,32.0,256.0,56.0,343.0,25.0,1735.6794128417969
COFORGE.NS,2025-03-01,125.0,7.99,2883.0,40.0,307.0,33.0,395.0,22.0,1514.7178996457892
COFORGE.NS,2025-06-01,159.0,9.49,3112.0,46.0,356.0,64.0,436.0,18.0,1786.324899673462
CONCOR.NS,2022-06-01,137.0,3.9,1515.0,15.0,297.0,69.0,394.0,25.0,644.2975279792906
CONCOR.NS,2022-09-01,139.0,3.98,1481.0,16.0,304.0,45.0,396.0,25.0,722.7059975900958
CONCOR.NS,2022-12-01,140.0,3.86,1572.0,16.0,293.0,104.0,381.0,24.0,676.9580407521081
CONCOR.NS,2023-03-01,158.0,3.66,1733.0,17.0,279.0,94.0,371.0,26.0,602.7233245849609
CONCOR.NS,2023-06-01,142.0,3.22,1527.0,16.0,245.0,81.0,319.0,24.0,661.1726427078247
CONCOR.NS,2023-09-01,153.0,4.82,1648.0,17.0,368.0,105.0,482.0,25.0,710.1529490152994
CONCOR.NS,2023-12-01,159.0,4.34,1693.0,19.0,331.0,92.0,431.0,24.0,879.955315374559
CONCOR.NS,2024-03-01,165.0,4.16,1827.0,20.0,318.0,93.0,406.0,26.0,963.6038466631356
CONCOR.NS,2024-06-01,169.0,3.39,1662.0,19.0,259.0,94.0,347.0,25.0,1021.5799156927293
CONCOR.NS,2024-09-01,166.0,4.8,1706.0,19.0,366.0,96.0,493.0,25.0,863.0899392404864
CONCOR.NS,2024-12-01,85.0,4.81,1743.0,18.0,367.0,96.0,457.0,26.0,656.725513458252
CONCOR.NS,2025-03-01,160.0,3.92,1847.0,17.0,299.0,129.0,392.0,27.0,551.0435635841499
CONCOR.NS,2025-06-01,162.0,3.5,1721.0,17.0,267.0,95.0,349.0,26.0,588.9886789321899
COROMANDEL.NS,2022-06-01,45.0,16.99,5044.0,27.0,499.0,55.0,669.0,25.0,968.6830289326017
COROMANDEL.NS,2022-09-01,46.0,25.2,9056.0,54.0,741.0,32.0,989.0,25.0,956.2154413038685
COROMANDEL.NS,2022-12-01,47.0,17.92,7539.0,57.0,527.0,40.0,706.0,25.0,882.1687583317832
COROMANDEL.NS,2023-03-01,45.0,8.38,5089.0,52.0,246.0,47.0,337.0,27.0,908.2188110351562
COROMANDEL.NS,2023-06-01,48.0,16.8,4988.0,41.0,494.0,44.0,661.0,25.0,982.1170969009399
COROMANDEL.NS,2023-09-01,54.0,25.71,5933.0,46.0,755.0,45.0,1000.0,25.0,1110.706681315104
COROMANDEL.NS,2023-12-01,64.0,7.85,5115.0,38.0,228.0,59.0,306.0,25.0,1150.2550816689768
COROMANDEL.NS,2024-03-01,63.0,5.45,3650.0,62.0,164.0,84.0,222.0,26.0,1146.7170182567531
COROMANDEL.NS,2024-06-01,65.0,10.56,4238.0,57.0,309.0,54.0,422.0,27.0,1592.7691158171624
COROMANDEL.NS,2024-09-01,69.0,22.55,6471.0,66.0,659.0,65.0,892.0,26.0,1671.9144720262098
COROMANDEL.NS,2024-12-01,71.0,17.37,6222.0,73.0,508.0,114.0,683.0,26.0,1808.0091381072998
COROMANDEL.NS,2025-03-01,85.0,19.67,4579.0,66.0,578.0,473.0,731.0,21.0,2119.2996764102227
COROMANDEL.NS,2025-06-01,121.0,17.13,6260.0,68.0,502.0,84.0,677.0,26.0,2368.118095397949
CROMPTON.NS,2022-06-01,28.0,1.91,1643.0,23.0,126.0,4.0,174.0,28.0,358.18615577334447
CROMPTON.NS,2022-09-01,28.0,1.98,1506.0,30.0,131.0,18.0,153.0,15.0,375.0806402391003
CROMPTON.NS,2022-12-01,30.0,1.34,1364.0,29.0,88.0,21.0,115.0,23.0,322.9688095819382
CROMPTON.NS,2023-03-01,30.0,2.06,1580.0,27.0,132.0,17.0,170.0,23.0,273.5147506713867
CROMPTON.NS,2023-06-01,29.0,1.85,1691.0,21.0,122.0,20.0,156.0,22.0,285.67278575897217
CROMPTON.NS,2023-09-01,32.0,1.52,1608.0,22.0,101.0,15.0,136.0,26.0,289.85457611083984
CROMPTON.NS,2023-12-01,32.0,1.34,1543.0,22.0,85.0,17.0,112.0,24.0,295.48367408014116
CROMPTON.NS,2024-03-01,35.0,2.15,1757.0,16.0,133.0,16.0,169.0,21.0,308.5373126531051
CROMPTON.NS,2024-06-01,37.0,2.36,1905.0,16.0,152.0,24.0,203.0,25.0,426.2100273870653
CROMPTON.NS,2024-09-01,38.0,1.94,1693.0,12.0,128.0,18.0,171.0,25.0,416.35567203644786
CROMPTON.NS,2024-12-01,38.0,1.71,1581.0,10.0,112.0,12.0,151.0,26.0,364.648410320282
CROMPTON.NS,2025-03-01,40.0,2.63,1796.0,10.0,172.0,16.0,231.0,26.0,339.72237848831435
CROMPTON.NS,2025-06-01,40.0,1.9,1807.0,10.0,124.0,24.0,166.0,25.0,336.3697566986084
CUMMINSIND.NS,2022-06-01,34.0,7.15,1481.0,2.0,198.0,84.0,263.0,25.0,1059.8119361514136
CUMMINSIND.NS,2022-09-01,36.0,9.64,1667.0,5.0,267.0,102.0,351.0,24.0,1213.2857587260585
CUMMINSIND.NS,2022-12-01,35.0,14.93,1772.0,3.0,414.0,157.0,533.0,22.0,1413.821994357639
CUMMINSIND.NS,2023-03-01,38.0,12.59,1604.0,7.0,349.0,159.0,444.0,21.0,1565.412646484375
CUMMINSIND.NS,2023-06-01,36.0,12.76,1876.0,8.0,354.0,155.0,453.0,22.0,1775.843511581421
CUMMINSIND.NS,2023-09-01,38.0,11.87,1575.0,7.0,329.0,128.0,429.0,23.0,1695.962801106771
CUMMINSIND.NS,2023-12-01,42.0,18.0,1999.0,6.0,499.0,153.0,647.0,23.0,2149.2315831338205
CUMMINSIND.NS,2024-03-01,42.0,19.44,1781.0,6.0,539.0,186.0,676.0,20.0,3122.8006778005824
CUMMINSIND.NS,2024-06-01,44.0,16.69,1842.0,5.0,463.0,171.0,595.0,22.0,3709.9228594380043
CUMMINSIND.NS,2024-09-01,45.0,16.21,2025.0,3.0,449.0,157.0,594.0,24.0,3571.709535660282
CUMMINSIND.NS,2024-12-01,49.0,20.15,2499.0,3.0,558.0,168.0,714.0,22.0,3034.3481407165527
CUMMINSIND.NS,2025-03-01,46.0,19.1,1945.0,5.0,530.0,217.0,690.0,23.0,2893.381724212129
CUMMINSIND.NS,2025-06-01,48.0,21.79,2283.0,3.0,604.0,212.0,785.0,23.0,3515.1859855651855
CYIENT.NS,2022-06-01,51.0,10.52,1057.0,16.0,116.0,34.0,160.0,27.0,752.7410888671875
CYIENT.NS,2022-09-01,63.0,7.16,1192.0,31.0,79.0,-2.0,108.0,27.0,750.9458332677042
CYIENT.NS,2022-12-01,70.0,14.12,1335.0,26.0,156.0,19.0,206.0,24.0,828.4646461123511
CYIENT.NS,2023-03-01,73.0,14.76,1429.0,26.0,163.0,-16.0,208.0,21.0,1060.9109802246094
CYIENT.NS,2023-06-01,68.0,15.2,1371.0,28.0,169.0,-1.0,219.0,23.0,1438.7790088653564
CYIENT.NS,2023-09-01,66.0,16.1,1453.0,27.0,184.0,7.0,240.0,24.0,1665.4494567871093
CYIENT.NS,2023-12-01,66.0,13.28,1495.0,29.0,153.0,-32.0,200.0,23.0,2090.592511576991
CYIENT.NS,2024-03-01,67.0,17.06,1526.0,32.0,197.0,23.0,259.0,24.0,1856.660121077198
CYIENT.NS,2024-06-01,66.0,12.97,1411.0,26.0,148.0,21.0,195.0,24.0,1800.8378236832157
CYIENT.NS,2024-09-01,66.0,16.14,1552.0,28.0,187.0,51.0,254.0,27.0,1870.265128843246
CYIENT.NS,2024-12-01,68.0,11.02,1648.0,20.0,128.0,-17.0,174.0,26.0,1670.4946746826172
CYIENT.NS,2025-03-01,68.0,15.35,1611.0,19.0,186.0,41.0,252.0,26.0,1228.820591813427
CYIENT.NS,2025-06-01,68.0,13.85,1484.0,16.0,157.0,70.0,214.0,26.0,1259.3737602233887
DABUR.NS,2022-06-01,68.0,2.49,2279.0,12.0,441.0,101.0,564.0,22.0,524.896971203032
DABUR.NS,2022-09-01,70.0,2.77,2386.0,15.0,491.0,123.0,638.0,23.0,537.0397324100618
DABUR.NS,2022-12-01,71.0,2.69,2434.0,19.0,477.0,101.0,620.0,23.0,543.8586202954489
DABUR.NS,2023-03-01,102.0,1.7,2268.0,32.0,293.0,121.0,396.0,26.0,514.7531234741211
DABUR.NS,2023-06-01,97.0,2.62,2526.0,24.0,457.0,110.0,593.0,23.0,552.6698865890503
DABUR.NS,2023-09-01,98.0,2.91,2543.0,28.0,507.0,117.0,651.0,22.0,531.1433197021485
DABUR.NS,2023-12-01,97.0,2.9,2588.0,36.0,506.0,127.0,661.0,23.0,533.1915322580645
DABUR.NS,2024-03-01,107.0,1.97,2348.0,35.0,341.0,129.0,453.0,25.0,518.7488418837725
DABUR.NS,2024-06-01,109.0,2.82,2694.0,33.0,494.0,129.0,642.0,23.0,610.2060802828881
DABUR.NS,2024-09-01,111.0,2.4,2476.0,47.0,418.0,152.0,546.0,24.0,572.8156378961379
DABUR.NS,2024-12-01,109.0,2.95,2673.0,44.0,516.0,129.0,658.0,22.0,511.3711485862732
DABUR.NS,2025-03-01,117.0,1.81,2403.0,39.0,313.0,141.0,412.0,24.0,479.6259807004767
DABUR.NS,2025-06-01,114.0,2.9,2737.0,35.0,508.0,144.0,663.0,23.0,501.38348960876465
DALBHARAT.NS,2022-06-01,312.0,10.46,2713.0,47.0,205.0,39.0,269.0,24.0,1417.1837661985367
DALBHARAT.NS,2022-09-01,332.0,2.45,2592.0,54.0,47.0,33.0,26.0,-81.0,1603.4612978043094
DALBHARAT.NS,2022-12-01,325.0,10.88,2711.0,69.0,218.0,42.0,292.0,25.0,1842.2624531094991
DALBHARAT.NS,2023-03-01,336.0,31.42,3205.0,64.0,609.0,424.0,734.0,17.0,1938.3615356445312
DALBHARAT.NS,2023-06-01,399.0,6.93,3014.0,83.0,144.0,54.0,185.0,22.0,2049.0643310546875
DALBHARAT.NS,2023-09-01,401.0,6.29,2560.0,101.0,123.0,80.0,171.0,28.0,2205.1453572591145
DALBHARAT.NS,2023-12-01,370.0,14.02,2825.0,108.0,266.0,60.0,361.0,26.0,2213.460959157636
DALBHARAT.NS,2024-03-01,328.0,16.8,3653.0,94.0,320.0,120.0,352.0,9.0,1871.5059442035222
DALBHARAT.NS,2024-06-01,317.0,7.52,2952.0,95.0,145.0,-63.0,194.0,25.0,1811.2566685830393
DALBHARAT.NS,2024-09-01,336.0,2.45,2653.0,98.0,49.0,73.0,73.0,33.0,1836.727985997354
DALBHARAT.NS,2024-12-01,364.0,3.25,2670.0,101.0,66.0,37.0,83.0,20.0,1808.673662185669
DALBHARAT.NS,2025-03-01,314.0,23.19,3298.0,105.0,439.0,93.0,467.0,6.0,1872.6129481428761
DALBHARAT.NS,2025-06-01,322.0,20.95,2753.0,108.0,395.0,65.0,518.0,24.0,2200.9337997436523
DATAMATICS.NS,2022-06-01,9.0,7.36,279.0,1.0,43.0,13.0,52.0,17.0,292.55567714146207
DATAMATICS.NS,2022-09-01,9.0,6.78,292.0,1.0,39.0,10.0,52.0,24.0,310.11641225507185
DATAMATICS.NS,2022-12-01,9.0,7.78,314.0,1.0,45.0,11.0,60.0,25.0,291.2133263481988
DATAMATICS.NS,2023-03-01,9.0,10.13,332.0,0.0,58.0,5.0,80.0,27.0,347.9976399739583
DATAMATICS.NS,2023-06-01,9.0,9.34,323.0,1.0,55.0,9.0,67.0,19.0,548.422022819519
DATAMATICS.NS,2023-09-01,9.0,8.35,318.0,0.0,49.0,9.0,59.0,16.0,588.1900390625
DATAMATICS.NS,2023-12-01,9.0,7.0,317.0,1.0,41.0,11.0,54.0,23.0,684.6073687153478
