,Normalized EBITDA,Reconciled Depreciation,EBITDA,EBIT,Interest Expense,Diluted Average Shares,Diluted EPS,Net Income,Tax Provision,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Sector
2024-06-30,143560400000.0,,143560400000.0,143560400000.0,2088300000.0,6163931384.0,17.78,109594700000.0,32036600000.0,18846000000.0,123860400000.0,158062500000.0,104422900000.0,281922900000.0,49778400000.0,331701300000.0,331701300000.0,COALINDIA.NS,Utilities
2025-06-30,2617115000.0,,2617115000.0,2617115000.0,121681000.0,263065546.0,7.14,1878288000.0,617146000.0,543301000.0,2073814000.0,1353941000.0,1353941000.0,3427755000.0,7258193000.0,10685948000.0,10685948000.0,COCHINSHIP.NS,Industrials
2025-03-31,3958265000.0,,3958265000.0,3958265000.0,117625000.0,,,2871835000.0,968805000.0,1571360000.0,2386905000.0,3004001000.0,3004001000.0,5390906000.0,12185606000.0,17576512000.0,17576512000.0,COCHINSHIP.NS,Industrials
2024-12-31,2527100000.0,,2527100000.0,2527100000.0,108503000.0,262986627.0,6.73,1769900000.0,648697000.0,467836000.0,2059264000.0,645074000.0,645074000.0,2704338000.0,8772017000.0,11476355000.0,11476355000.0,COCHINSHIP.NS,Industrials
2024-09-30,2727816000.0,,2727816000.0,2727816000.0,93565000.0,263121588.0,7.18,1889213000.0,745038000.0,1011380000.0,1716436000.0,804214000.0,804214000.0,2520650000.0,8911327000.0,11431977000.0,11431977000.0,COCHINSHIP.NS,Industrials
2024-06-30,2424278000.0,,2424278000.0,2424278000.0,66064000.0,263195468.0,6.62,1742354000.0,615860000.0,840076000.0,1584202000.0,644074000.0,644074000.0,2228276000.0,5486468000.0,7714744000.0,7714744000.0,COCHINSHIP.NS,Industrials
2025-06-30,5956000000.0,1592000000.0,5708000000.0,4116000000.0,462000000.0,338379531.0,9.38,3174000000.0,792000000.0,186000000.0,4178000000.0,10540000000.0,8948000000.0,14718000000.0,22168000000.0,36886000000.0,36886000000.0,COFORGE.NS,IT Services
2025-03-31,5689000000.0,950000000.0,5689000000.0,4739000000.0,393000000.0,,,2612000000.0,999000000.0,234000000.0,4505000000.0,9127000000.0,8177000000.0,13632000000.0,19062000000.0,32694000000.0,32694000000.0,COFORGE.NS,IT Services
2024-12-31,5026000000.0,1268000000.0,5026000000.0,3758000000.0,325000000.0,337351284.0,6.388,2155000000.0,874000000.0,596000000.0,3162000000.0,10122000000.0,8854000000.0,13284000000.0,19898000000.0,33182000000.0,33182000000.0,COFORGE.NS,IT Services
2024-09-30,4682000000.0,1243000000.0,4682000000.0,3439000000.0,304000000.0,335434638.0,6.028,2022000000.0,799000000.0,563000000.0,2876000000.0,8607000000.0,7364000000.0,11483000000.0,19140000000.0,30623000000.0,30623000000.0,COFORGE.NS,IT Services
2024-06-30,3334000000.0,717000000.0,3334000000.0,2617000000.0,324000000.0,320192308.0,4.16,1332000000.0,718000000.0,244000000.0,2373000000.0,7321000000.0,6604000000.0,9694000000.0,13877000000.0,23571000000.0,23571000000.0,COFORGE.NS,IT Services
2025-06-30,4705100000.0,375400000.0,4705100000.0,4329700000.0,10200000.0,271942324.0,11.79,3206200000.0,1113300000.0,179400000.0,4150300000.0,5599800000.0,2292500000.0,9750100000.0,4456300000.0,14206400000.0,14206400000.0,COLPAL.NS,fmcg
2025-03-31,5172400000.0,383700000.0,5170700000.0,4787000000.0,10800000.0,,,3550000000.0,1226200000.0,-546000000.0,4624200000.0,2429100000.0,-2552500000.0,7053300000.0,7466900000.0,14520200000.0,14520200000.0,COLPAL.NS,fmcg
2024-12-31,4747600000.0,411300000.0,4747600000.0,4336300000.0,11100000.0,271929233.0,11.87,3227800000.0,1097400000.0,204000000.0,4132300000.0,5991200000.0,2586900000.0,10123500000.0,4398600000.0,14522100000.0,14522100000.0,COLPAL.NS,fmcg
2024-09-30,5733300000.0,417300000.0,5733300000.0,5316000000.0,11500000.0,272073003.0,14.52,3950500000.0,1354000000.0,195200000.0,4556200000.0,6442800000.0,2513800000.0,10999000000.0,5093100000.0,16092100000.0,16092100000.0,COLPAL.NS,fmcg
2024-06-30,5317400000.0,415100000.0,5317400000.0,4902300000.0,9800000.0,272032885.0,13.38,3639800000.0,1252700000.0,234000000.0,4668300000.0,5796000000.0,2376400000.0,10464300000.0,4393300000.0,14857600000.0,14857600000.0,COLPAL.NS,fmcg
2025-06-30,3663000000.0,,3663000000.0,3663000000.0,172600000.0,949216524.0,2.808,2665400000.0,899100000.0,952100000.0,2710900000.0,3734600000.0,3734600000.0,6445500000.0,15090800000.0,21536300000.0,21536300000.0,CONCOR.NS,Industrials
2025-03-31,4090600000.0,,4090600000.0,4090600000.0,174700000.0,,,2985300000.0,1039000000.0,1285100000.0,2805500000.0,4164700000.0,4164700000.0,6970200000.0,15908100000.0,22878300000.0,22878300000.0,CONCOR.NS,Industrials
2024-12-31,4751800000.0,,4751800000.0,4751800000.0,179700000.0,760053897.0,4.824,3666500000.0,1166900000.0,956800000.0,3795000000.0,3573200000.0,3573200000.0,7368200000.0,14714900000.0,22083100000.0,22083100000.0,CONCOR.NS,Industrials
2024-09-30,5445800000.0,,5112600000.0,5112600000.0,185100000.0,759983361.0,4.808,3654000000.0,1215000000.0,1288700000.0,4157100000.0,3383800000.0,3383800000.0,7540900000.0,15336600000.0,22877500000.0,22877500000.0,CONCOR.NS,Industrials
2024-06-30,3660600000.0,,3660600000.0,3660600000.0,189500000.0,946370968.0,2.728,2581700000.0,868700000.0,938500000.0,2722100000.0,3343500000.0,3343500000.0,6065600000.0,14965700000.0,21031300000.0,21031300000.0,CONCOR.NS,Industrials
2025-06-30,8658200000.0,1205800000.0,8658200000.0,7452400000.0,679600000.0,294982477.0,17.12,5050100000.0,1756900000.0,837400000.0,6615400000.0,11419400000.0,4148300000.0,18034800000.0,52388200000.0,70423000000.0,70423000000.0,COROMANDEL.NS,Chemicals
2025-03-31,8714300000.0,854000000.0,8714300000.0,7860300000.0,552100000.0,,,5796700000.0,1523600000.0,-2257700000.0,4312000000.0,-72336400000.0,2336800000.0,-68024400000.0,36422300000.0,-31602100000.0,-31602100000.0,COROMANDEL.NS,Chemicals
2024-12-31,8269600000.0,707500000.0,8269600000.0,7562100000.0,730900000.0,294798387.0,17.36,5117700000.0,1752100000.0,1136700000.0,6510300000.0,9856900000.0,3387100000.0,16367200000.0,52984700000.0,69351900000.0,69351900000.0,COROMANDEL.NS,Chemicals
2024-09-30,10268800000.0,689800000.0,10268800000.0,9579000000.0,660500000.0,294740346.0,22.53,6640500000.0,2327500000.0,650000000.0,9057900000.0,9597600000.0,3337700000.0,18655500000.0,55672800000.0,74328300000.0,74328300000.0,COROMANDEL.NS,Chemicals
2024-06-30,5444400000.0,652600000.0,5444400000.0,4791800000.0,574200000.0,294479167.0,10.56,3109700000.0,1125200000.0,541000000.0,4405100000.0,8069700000.0,2761100000.0,12474800000.0,34813500000.0,47288300000.0,47288300000.0,COROMANDEL.NS,Chemicals
2025-06-30,2154100000.0,395000000.0,2154100000.0,1759100000.0,98200000.0,643631579.0,1.9,1222900000.0,421900000.0,237100000.0,1522000000.0,4901500000.0,2808300000.0,6423500000.0,13559900000.0,19983400000.0,19983400000.0,CROMPTON.NS,Consumer Discretionary
2025-03-31,2801400000.0,395800000.0,2801400000.0,2405600000.0,97600000.0,,,1694900000.0,590600000.0,-519000000.0,2540300000.0,3948000000.0,-5494700000.0,6488300000.0,13750000000.0,20238300000.0,20238300000.0,CROMPTON.NS,Consumer Discretionary
2024-12-31,1996000000.0,379400000.0,1996000000.0,1616600000.0,104700000.0,646117647.0,1.7,1098400000.0,392700000.0,116000000.0,1500600000.0,4390700000.0,2514100000.0,5891300000.0,11800800000.0,17692100000.0,17692100000.0,CROMPTON.NS,Consumer Discretionary
2024-09-30,2209400000.0,381600000.0,2209400000.0,1827800000.0,120400000.0,643814433.0,1.94,1249000000.0,426700000.0,175200000.0,1652600000.0,4551400000.0,2572400000.0,6204000000.0,12756100000.0,18960100000.0,18960100000.0,CROMPTON.NS,Consumer Discretionary
2024-06-30,2561500000.0,371500000.0,2561500000.0,2190000000.0,155200000.0,642881356.0,2.36,1517200000.0,511300000.0,237800000.0,1952200000.0,4863600000.0,2875200000.0,6815800000.0,14561100000.0,21376900000.0,21376900000.0,CROMPTON.NS,Consumer Discretionary
2025-06-30,8226600000.0,479300000.0,8352500000.0,7873200000.0,26500000.0,277145480.0,21.79,6039000000.0,1807700000.0,1338800000.0,5755700000.0,4515100000.0,2522600000.0,10270800000.0,18316300000.0,28587100000.0,28587100000.0,CUMMINSIND.NS,Industrials
2025-03-31,6911400000.0,472700000.0,7428700000.0,6956000000.0,52900000.0,,,5295000000.0,1608100000.0,-971000000.0,4783500000.0,2059400000.0,-164000000.0,6842900000.0,17438400000.0,24281300000.0,24281300000.0,CUMMINSIND.NS,Industrials
2024-12-31,7658900000.0,492800000.0,7658900000.0,7166100000.0,30200000.0,277151365.0,20.15,5584600000.0,1551300000.0,1113900000.0,5482900000.0,4868200000.0,2418800000.0,10351100000.0,20170400000.0,30521500000.0,30521500000.0,CUMMINSIND.NS,Industrials
2024-09-30,6413800000.0,449600000.0,6413800000.0,5964200000.0,25800000.0,277217767.0,16.21,4493700000.0,1444700000.0,1053100000.0,4389800000.0,4217600000.0,2215900000.0,8607400000.0,16043500000.0,24650900000.0,24650900000.0,CUMMINSIND.NS,Industrials
2024-06-30,6443700000.0,443400000.0,6443700000.0,6000300000.0,49600000.0,277177951.0,16.69,4626100000.0,1324600000.0,1037300000.0,4289600000.0,4145100000.0,2239900000.0,8434700000.0,14304000000.0,22738700000.0,22738700000.0,CUMMINSIND.NS,Industrials
2025-06-30,2979000000.0,680000000.0,2979000000.0,2299000000.0,163000000.0,110966811.0,13.86,1538000000.0,562000000.0,232000000.0,1627000000.0,4170000000.0,3490000000.0,5797000000.0,11321000000.0,17118000000.0,17118000000.0,CYIENT.NS,IT Services
2025-03-31,3288000000.0,679000000.0,3395000000.0,2716000000.0,191000000.0,,,1704000000.0,661000000.0,-635000000.0,2348000000.0,40899000000.0,868000000.0,43247000000.0,-24155000000.0,19092000000.0,19092000000.0,CYIENT.NS,IT Services
2024-12-31,2616000000.0,675000000.0,2616000000.0,1941000000.0,205000000.0,110980036.0,11.02,1223000000.0,459000000.0,316000000.0,2114000000.0,4356000000.0,3681000000.0,6470000000.0,12794000000.0,19264000000.0,19264000000.0,CYIENT.NS,IT Services
2024-09-30,3478000000.0,660000000.0,3478000000.0,2818000000.0,275000000.0,110966543.0,16.14,1791000000.0,677000000.0,511000000.0,2307000000.0,4013000000.0,3353000000.0,6320000000.0,12171000000.0,18491000000.0,18491000000.0,CYIENT.NS,IT Services
2024-06-30,2861000000.0,658000000.0,2861000000.0,2203000000.0,257000000.0,110862866.0,12.98,1439000000.0,470000000.0,173000000.0,1992000000.0,3852000000.0,3194000000.0,5844000000.0,10913000000.0,16757000000.0,16757000000.0,CYIENT.NS,IT Services
2025-06-30,8113900000.0,1141400000.0,8113900000.0,6972500000.0,346300000.0,1778235294.0,2.89,5139100000.0,1543300000.0,1439700000.0,5536800000.0,10476400000.0,3937700000.0,16013200000.0,18032600000.0,34045800000.0,34045800000.0,DABUR.NS,fmcg
2025-03-31,4491700000.0,1168700000.0,5514200000.0,4345500000.0,226400000.0,,,3201300000.0,991800000.0,-3836300000.0,3231700000.0,7862000000.0,-3909200000.0,11093700000.0,15576900000.0,26670600000.0,26670600000.0,DABUR.NS,fmcg
2024-12-31,8104200000.0,1086400000.0,8104200000.0,7017800000.0,442000000.0,1776802721.0,2.94,5223800000.0,1417600000.0,1280300000.0,5732500000.0,10391600000.0,3686400000.0,16124100000.0,17428400000.0,33552500000.0,33552500000.0,DABUR.NS,fmcg
2024-09-30,7043100000.0,1109700000.0,7043100000.0,5933400000.0,473900000.0,1778242678.0,2.39,4250000000.0,1284300000.0,1515200000.0,4415800000.0,10527000000.0,3773100000.0,14942800000.0,15343100000.0,30285900000.0,30285900000.0,DABUR.NS,fmcg
2024-06-30,7842300000.0,1091200000.0,7842300000.0,6751100000.0,326600000.0,1773475177.0,2.82,5001200000.0,1481000000.0,1294000000.0,5459100000.0,10545500000.0,3866200000.0,16004600000.0,17486500000.0,33491100000.0,33491100000.0,DABUR.NS,fmcg
2025-06-30,9320000000.0,3220000000.0,9480000000.0,6260000000.0,1080000000.0,187589499.0,20.95,3930000000.0,1230000000.0,300000000.0,5610000000.0,26080000000.0,12640000000.0,31690000000.0,4670000000.0,36360000000.0,36360000000.0,DALBHARAT.NS,Materials
2025-03-31,7840000000.0,3160000000.0,8850000000.0,5690000000.0,1020000000.0,,,4350000000.0,280000000.0,-1510000000.0,4810000000.0,-5810000000.0,-19660000000.0,-1000000000.0,37790000000.0,36790000000.0,36790000000.0,DALBHARAT.NS,Materials
2024-12-31,5480000000.0,3640000000.0,5480000000.0,1840000000.0,1010000000.0,187692308.0,3.25,610000000.0,170000000.0,370000000.0,1470000000.0,25220000000.0,11870000000.0,26690000000.0,5120000000.0,31810000000.0,31810000000.0,DALBHARAT.NS,Materials
2024-09-30,5070000000.0,3360000000.0,5070000000.0,1710000000.0,980000000.0,187755102.0,2.45,460000000.0,240000000.0,730000000.0,980000000.0,25440000000.0,12530000000.0,26420000000.0,4450000000.0,30870000000.0,30870000000.0,DALBHARAT.NS,Materials
2024-06-30,7190000000.0,3170000000.0,6060000000.0,2890000000.0,950000000.0,187500000.0,7.52,1410000000.0,490000000.0,500000000.0,3520000000.0,26640000000.0,12890000000.0,30160000000.0,6050000000.0,36210000000.0,36210000000.0,DALBHARAT.NS,Materials
2025-06-30,882800000.0,195000000.0,882800000.0,687800000.0,48900000.0,59131455.0,8.52,503800000.0,135400000.0,123500000.0,564300000.0,1062300000.0,867300000.0,1626600000.0,3049000000.0,4675600000.0,4675600000.0,DATAMATICS.NS,IT Services
2025-03-31,826800000.0,200000000.0,825300000.0,625300000.0,70100000.0,,,448600000.0,106400000.0,81400000.0,545400000.0,1289200000.0,1089200000.0,1834600000.0,3136900000.0,4971500000.0,4971500000.0,DATAMATICS.NS,IT Services
2024-12-31,652400000.0,98200000.0,1000800000.0,902600000.0,21400000.0,59069952.0,12.58,743100000.0,135100000.0,106800000.0,447400000.0,1116900000.0,1018700000.0,1564300000.0,2690400000.0,4254700000.0,4254700000.0,DATAMATICS.NS,IT Services
2024-09-30,625300000.0,94200000.0,625300000.0,531100000.0,4000000.0,58997214.0,7.18,423600000.0,105100000.0,137700000.0,393400000.0,930900000.0,836700000.0,1324300000.0,2743200000.0,4067500000.0,4067500000.0,DATAMATICS.NS,IT Services
2024-06-30,652500000.0,88000000.0,621300000.0,533300000.0,3800000.0,59009498.0,7.37,434900000.0,91300000.0,138500000.0,426000000.0,867500000.0,779500000.0,1293500000.0,2646400000.0,3939900000.0,3939900000.0,DATAMATICS.NS,IT Services
2025-06-30,426300000.0,54900000.0,426300000.0,371400000.0,31900000.0,56043956.0,4.55,255000000.0,84500000.0,105500000.0,265900000.0,526400000.0,107700000.0,792300000.0,201000000.0,993300000.0,993300000.0,DATAPATTNS.NS,Industrials
2025-03-31,1486100000.0,38800000.0,1486100000.0,1447300000.0,-83800000.0,,,1140800000.0,390300000.0,-355800000.0,1485300000.0,453600000.0,-7500000.0,1938900000.0,2023200000.0,3962100000.0,3962100000.0,DATAPATTNS.NS,Industrials
2024-12-31,654000000.0,34700000.0,654000000.0,619300000.0,31800000.0,56035132.0,7.97,446600000.0,140900000.0,113700000.0,505600000.0,434200000.0,107800000.0,939800000.0,230600000.0,1170400000.0,1170400000.0,DATAPATTNS.NS,Industrials
2024-09-30,463400000.0,34800000.0,463400000.0,428600000.0,28300000.0,55970425.0,5.41,302800000.0,97500000.0,120400000.0,308200000.0,383200000.0,82400000.0,691400000.0,218800000.0,910200000.0,910200000.0,DATAPATTNS.NS,Industrials
2024-06-30,494900000.0,30900000.0,494900000.0,464000000.0,29500000.0,55955631.0,5.86,327900000.0,106600000.0,123100000.0,340900000.0,411500000.0,93100000.0,752400000.0,288400000.0,1040800000.0,1040800000.0,DATAPATTNS.NS,Industrials
2025-06-30,5367900000.0,1034700000.0,5367900000.0,4333200000.0,881100000.0,126256490.0,19.26,2431700000.0,1013500000.0,237700000.0,4095500000.0,5184100000.0,2598800000.0,9279600000.0,17307900000.0,26587500000.0,26587500000.0,DEEPAKFERT.NS,Chemicals
2025-03-31,5296300000.0,1086000000.0,5296300000.0,4210300000.0,1010300000.0,,,2772400000.0,421400000.0,496400000.0,3713900000.0,5263900000.0,3029300000.0,8977800000.0,17695700000.0,26673500000.0,26673500000.0,DEEPAKFERT.NS,Chemicals
2024-12-31,4986800000.0,995200000.0,4986800000.0,3991600000.0,983700000.0,126238671.0,19.86,2507100000.0,477000000.0,125600000.0,3866000000.0,5131200000.0,2647500000.0,8997200000.0,16793000000.0,25790200000.0,25790200000.0,DEEPAKFERT.NS,Chemicals
2024-09-30,5010600000.0,997400000.0,5010600000.0,4013200000.0,1026500000.0,126256010.0,16.64,2100900000.0,846000000.0,68700000.0,3944500000.0,5354500000.0,2735800000.0,9299000000.0,18168200000.0,27467200000.0,27467200000.0,DEEPAKFERT.NS,Chemicals
2024-06-30,4761700000.0,954700000.0,4761700000.0,3807000000.0,1108700000.0,126242737.0,15.49,1955500000.0,701800000.0,117500000.0,3689500000.0,5083400000.0,2559200000.0,8772900000.0,14040400000.0,22813300000.0,22813300000.0,DEEPAKFERT.NS,Chemicals
2025-06-30,2141200000.0,512500000.0,2141200000.0,1628700000.0,81300000.0,136330498.0,8.23,1122000000.0,424900000.0,245600000.0,1383100000.0,2772000000.0,1195000000.0,4155100000.0,14743700000.0,18898800000.0,18898800000.0,DEEPAKNTR.NS,Chemicals
2025-03-31,3142700000.0,512400000.0,3393000000.0,2880600000.0,93400000.0,,,2024300000.0,762000000.0,-424300000.0,2772400000.0,479500000.0,-2582600000.0,3251900000.0,16640500000.0,19892400000.0,19892400000.0,DEEPAKNTR.NS,Chemicals
2024-12-31,1895300000.0,482200000.0,1895300000.0,1413100000.0,61100000.0,136425591.0,7.19,980900000.0,370700000.0,209900000.0,1203200000.0,2811000000.0,1347200000.0,4014200000.0,15019800000.0,19034000000.0,19034000000.0,DEEPAKNTR.NS,Chemicals
2024-09-30,3187900000.0,484600000.0,3187900000.0,2703300000.0,63000000.0,136369382.0,14.24,1941900000.0,698300000.0,212700000.0,2490600000.0,4006600000.0,2551200000.0,6497200000.0,13822800000.0,20320000000.0,20320000000.0,DEEPAKNTR.NS,Chemicals
2024-06-30,3280000000.0,474500000.0,3280000000.0,2805500000.0,57500000.0,136390572.0,14.85,2025400000.0,722700000.0,188100000.0,2617400000.0,2867900000.0,1440100000.0,5485300000.0,16183100000.0,21668400000.0,21668400000.0,DEEPAKNTR.NS,Chemicals
2025-06-30,1236860000.0,,1236860000.0,1236860000.0,340100000.0,758716667.0,1.2,910460000.0,-13700000.0,1298930000.0,13620000.0,1547290000.0,1547290000.0,1560910000.0,21379100000.0,22940010000.0,22940010000.0,DELHIVERY.NS,Industrials
2025-03-31,1054290000.0,,1054290000.0,1054290000.0,337070000.0,,,725570000.0,-8350000.0,1119220000.0,-234120000.0,1686140000.0,1686140000.0,1452020000.0,20463640000.0,21915660000.0,21915660000.0,DELHIVERY.NS,Industrials
2024-12-31,571300000.0,,571300000.0,571300000.0,333200000.0,757212121.0,0.33,249880000.0,-11780000.0,986690000.0,-393140000.0,1688640000.0,1688640000.0,1295500000.0,22487480000.0,23782980000.0,23782980000.0,DELHIVERY.NS,Industrials
2024-09-30,391610000.0,,391610000.0,391610000.0,305380000.0,784923077.0,0.13,102040000.0,-15810000.0,1196040000.0,-739980000.0,1450420000.0,1450420000.0,710440000.0,21186890000.0,21897330000.0,21897330000.0,DELHIVERY.NS,Industrials
2024-06-30,863320000.0,,811980000.0,811980000.0,282230000.0,754986111.0,0.72,543590000.0,-13840000.0,1099120000.0,-223610000.0,1628680000.0,1628680000.0,1405070000.0,20317970000.0,21723040000.0,21723040000.0,DELHIVERY.NS,Industrials
2025-06-30,2193930000.0,1496750000.0,2193930000.0,697180000.0,667790000.0,1229333333.0,0.03,36880000.0,5170000.0,135060000.0,551860000.0,6689190000.0,5192440000.0,7241050000.0,6328640000.0,13569690000.0,13569690000.0,DEVYANI.NS,Consumer Discretionary
2025-03-31,1959250000.0,1517790000.0,1989640000.0,471850000.0,695330000.0,,,-147380000.0,-55850000.0,-90830000.0,420560000.0,2892490000.0,-5543810000.0,3313050000.0,8508720000.0,11821770000.0,11821770000.0,DEVYANI.NS,Consumer Discretionary
2024-12-31,2311830000.0,1467560000.0,2222530000.0,754970000.0,669770000.0,1206266378.0,0.0,-4920000.0,161660000.0,90540000.0,724890000.0,6285400000.0,4817840000.0,7010290000.0,5933750000.0,12944040000.0,12944040000.0,DEVYANI.NS,Consumer Discretionary
2024-09-30,2005510000.0,1391230000.0,2005450000.0,614220000.0,653320000.0,1206266378.0,0.000141,170000.0,10110000.0,48370000.0,596070000.0,6043960000.0,4652730000.0,6640030000.0,5581530000.0,12221560000.0,12221560000.0,DEVYANI.NS,Consumer Discretionary
2024-06-30,2256830000.0,1322170000.0,2257310000.0,935140000.0,629880000.0,1204240000.0,0.25,301060000.0,80960000.0,99130000.0,911570000.0,5856190000.0,4534020000.0,6767760000.0,5451250000.0,12219010000.0,12219010000.0,DEVYANI.NS,Consumer Discretionary
2025-06-30,8480000000.0,1120000000.0,8480000000.0,7360000000.0,30000000.0,265983407.0,20.49,5450000000.0,1880000000.0,800000000.0,6170000000.0,8370000000.0,3850000000.0,14540000000.0,9560000000.0,24100000000.0,24100000000.0,DIVISLAB.NS,Healthcare
2025-03-31,9710000000.0,1070000000.0,9720000000.0,8650000000.0,10000000.0,,,6620000000.0,2020000000.0,-2240000000.0,7840000000.0,6400000000.0,-1050000000.0,14240000000.0,11260000000.0,25500000000.0,25500000000.0,DIVISLAB.NS,Healthcare
2024-12-31,8250000000.0,990000000.0,8250000000.0,7260000000.0,0.0,265315315.0,22.2,5890000000.0,1370000000.0,720000000.0,6440000000.0,7530000000.0,3570000000.0,13970000000.0,9220000000.0,23190000000.0,23190000000.0,DIVISLAB.NS,Healthcare
2024-09-30,8220000000.0,990000000.0,8220000000.0,7230000000.0,10000000.0,265625000.0,19.2,5100000000.0,2120000000.0,780000000.0,6170000000.0,7520000000.0,3490000000.0,13690000000.0,9690000000.0,23380000000.0,23380000000.0,DIVISLAB.NS,Healthcare
2024-06-30,7010000000.0,970000000.0,7010000000.0,6040000000.0,0.0,265432099.0,16.2,4300000000.0,1740000000.0,-2710000000.0,8760000000.0,3890000000.0,,12650000000.0,8530000000.0,21180000000.0,21180000000.0,DIVISLAB.NS,Healthcare
2025-06-30,4908100000.0,927000000.0,4908100000.0,3981100000.0,325900000.0,48589633.0,46.3,2249700000.0,855000000.0,16800000.0,3896700000.0,5709900000.0,3091100000.0,9606600000.0,118750000000.0,128356600000.0,128356600000.0,DIXON.NS,Industrials
2025-03-31,4578300000.0,859100000.0,7082000000.0,6222900000.0,462600000.0,,,4008200000.0,1110800000.0,112800000.0,3568800000.0,4603600000.0,2311300000.0,8172400000.0,94753000000.0,102925400000.0,102925400000.0,DIXON.NS,Industrials
2024-12-31,4006000000.0,746000000.0,4006000000.0,3260000000.0,408700000.0,48033109.0,35.64,1711900000.0,689000000.0,65000000.0,3159200000.0,4576500000.0,2272800000.0,7735700000.0,96801100000.0,104536800000.0,104536800000.0,DIXON.NS,Industrials
2024-09-30,4232400000.0,660000000.0,6328500000.0,5668500000.0,379300000.0,57238291.0,68.11,3898500000.0,1172200000.0,-57300000.0,3603700000.0,5132100000.0,2989400000.0,8735800000.0,106605000000.0,115340800000.0,115340800000.0,DIXON.NS,Industrials
2024-06-30,2635200000.0,545100000.0,2635200000.0,2090100000.0,292900000.0,57546276.0,23.23,1336800000.0,400200000.0,81800000.0,1933900000.0,3695000000.0,1949300000.0,5628900000.0,60169100000.0,65798000000.0,65798000000.0,DIXON.NS,Industrials
2025-06-30,6283400000.0,344700000.0,6283400000.0,5938700000.0,785700000.0,2476201299.0,3.08,7626700000.0,1331800000.0,2641800000.0,3296900000.0,4386800000.0,2598600000.0,7683700000.0,19483300000.0,27167000000.0,27167000000.0,DLF.NS,Real Estate
2025-03-31,11922958000.0,369121000.0,11756786000.0,11387665000.0,860925000.0,,,12822015000.0,1812549000.0,-7555199000.0,10978957000.0,3310235000.0,-4389148000.0,14289192000.0,16516013000.0,30805205000.0,30805205000.0,DLF.NS,Real Estate
2024-12-31,6087500000.0,387400000.0,3063600000.0,2676200000.0,939000000.0,2473668224.0,4.28,10587300000.0,-2666800000.0,2087600000.0,3612500000.0,4292000000.0,2569200000.0,7904500000.0,7382600000.0,15287100000.0,15287100000.0,DLF.NS,Real Estate
2024-09-30,7078500000.0,377300000.0,7078500000.0,6701200000.0,935100000.0,2475053763.0,5.58,13810800000.0,-4668000000.0,2058100000.0,4643100000.0,4306500000.0,2275100000.0,8949600000.0,10800600000.0,19750200000.0,19750200000.0,DLF.NS,Real Estate
2024-06-30,5960900000.0,372800000.0,5960900000.0,5588100000.0,1011900000.0,2473601533.0,2.61,6456100000.0,1183400000.0,3674700000.0,1912400000.0,5094500000.0,3080200000.0,7006900000.0,6616600000.0,13623500000.0,13623500000.0,DLF.NS,Real Estate
2025-06-30,13184700000.0,2317000000.0,13184700000.0,10867700000.0,293000000.0,652295359.0,11.85,7729700000.0,2846600000.0,194300000.0,10673400000.0,14373800000.0,8588200000.0,25047200000.0,138549800000.0,163597000000.0,163597000000.0,DMART.NS,Consumer Discretionary
2025-03-31,9801200000.0,2408600000.0,9801200000.0,7392600000.0,189600000.0,,,5509000000.0,1695100000.0,250500000.0,7142100000.0,13918700000.0,8414100000.0,21060800000.0,127657800000.0,148718600000.0,148718600000.0,DMART.NS,Consumer Discretionary
2024-12-31,12413800000.0,2281200000.0,12413800000.0,10132600000.0,182100000.0,652000000.0,11.1,7237200000.0,2715100000.0,241400000.0,9891200000.0,13630500000.0,8301000000.0,23521700000.0,136203800000.0,159725500000.0,159725500000.0,DMART.NS,Consumer Discretionary
2024-09-30,11272900000.0,2077800000.0,11272900000.0,9195100000.0,163200000.0,652403561.0,10.11,6595800000.0,2437500000.0,335200000.0,8859900000.0,12688300000.0,7758100000.0,21548200000.0,122896800000.0,144445000000.0,144445000000.0,DMART.NS,Consumer Discretionary
2024-06-30,12628500000.0,1927600000.0,12628500000.0,10700900000.0,159600000.0,681179577.0,11.36,7738200000.0,2804500000.0,416000000.0,10284900000.0,11647900000.0,7058000000.0,21932800000.0,118758600000.0,140691400000.0,140691400000.0,DMART.NS,Consumer Discretionary
2025-06-30,23410000000.0,4765000000.0,24642000000.0,19877000000.0,830000000.0,833019976.0,17.02,14178000000.0,4951000000.0,673000000.0,16842000000.0,31785000000.0,-106000000.0,48627000000.0,36825000000.0,85452000000.0,85452000000.0,DRREDDY.NS,Healthcare
2025-03-31,22521000000.0,4554000000.0,25264000000.0,20710000000.0,656000000.0,,,15938000000.0,4182000000.0,,17348000000.0,29915000000.0,-1398000000.0,47263000000.0,37797000000.0,85060000000.0,85060000000.0,DRREDDY.NS,Healthcare
2024-12-31,24173000000.0,4719000000.0,24279000000.0,19560000000.0,818000000.0,834297521.0,16.94,14133000000.0,4704000000.0,,18708000000.0,30344000000.0,-431000000.0,49052000000.0,34534000000.0,83586000000.0,83586000000.0,DRREDDY.NS,Healthcare
