,Normalized EBITDA,Reconciled Depreciation,EBITDA,EBIT,Interest Expense,Diluted Average Shares,Diluted EPS,Net Income,Tax Provision,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Sector
2024-09-30,22746000000.0,3975000000.0,23899000000.0,19924000000.0,757000000.0,833046160.0,3.01,12553000000.0,5752000000.0,,18045000000.0,29724000000.0,-554000000.0,47769000000.0,32393000000.0,80162000000.0,80162000000.0,DRREDDY.NS,Healthcare
2024-06-30,22526000000.0,3810000000.0,23229000000.0,19419000000.0,598000000.0,834032355.0,16.69,13920000000.0,4901000000.0,371000000.0,17542000000.0,28802000000.0,-82000000.0,46344000000.0,30383000000.0,76727000000.0,76727000000.0,DRREDDY.NS,Healthcare
2025-06-30,2346460000.0,368980000.0,2346460000.0,1977480000.0,96920000.0,47799595.0,29.64,1416780000.0,465060000.0,141100000.0,1836380000.0,1477480000.0,1108500000.0,3313860000.0,6031700000.0,9345560000.0,9345560000.0,ECLERX.NS,IT Services
2025-03-31,2505050000.0,409620000.0,2505050000.0,2095430000.0,107810000.0,,,1521630000.0,462450000.0,319200000.0,1776230000.0,1560390000.0,1150770000.0,3336620000.0,5646240000.0,8982860000.0,8982860000.0,ECLERX.NS,IT Services
2024-12-31,2280560000.0,357800000.0,2280560000.0,1922760000.0,82770000.0,47993347.0,28.56,1370690000.0,468000000.0,205750000.0,1717010000.0,1370430000.0,1012630000.0,3087440000.0,5450770000.0,8538210000.0,8538210000.0,ECLERX.NS,IT Services
2024-09-30,2287780000.0,327990000.0,2287780000.0,1959790000.0,81170000.0,48112521.0,29.15,1402480000.0,483640000.0,131200000.0,1828590000.0,1268290000.0,940300000.0,3096880000.0,5221480000.0,8318360000.0,8318360000.0,ECLERX.NS,IT Services
2024-06-30,1872750000.0,316520000.0,1872750000.0,1556230000.0,77150000.0,49125000.0,22.72,1116120000.0,358630000.0,209120000.0,1347110000.0,1318730000.0,1002210000.0,2665840000.0,5153380000.0,7819220000.0,7819220000.0,ECLERX.NS,IT Services
2025-06-30,18059500000.0,1980600000.0,18059500000.0,16078900000.0,149000000.0,274600137.0,43.89,12052200000.0,3877700000.0,4460600000.0,10047200000.0,11282800000.0,6524900000.0,21330000000.0,28126200000.0,49456200000.0,49456200000.0,EICHERMOT.NS,Automobile
2025-03-31,18860700000.0,2013700000.0,18860700000.0,16847000000.0,155400000.0,,,13621500000.0,3070100000.0,-8424800000.0,10769900000.0,8599700000.0,-10775000000.0,19369600000.0,32134200000.0,51503800000.0,51503800000.0,EICHERMOT.NS,Automobile
2024-12-31,16534800000.0,1792700000.0,16534800000.0,14742100000.0,133900000.0,274700774.0,42.61,11705000000.0,2903200000.0,2887800000.0,10219200000.0,11345200000.0,6982700000.0,21564400000.0,27316700000.0,48881100000.0,48881100000.0,EICHERMOT.NS,Automobile
2024-09-30,15552500000.0,1800600000.0,15552500000.0,13751900000.0,131400000.0,274670494.0,40.06,11003300000.0,2617200000.0,3537800000.0,9076600000.0,9963300000.0,5466000000.0,19039900000.0,22823900000.0,41863800000.0,41863800000.0,EICHERMOT.NS,Automobile
2024-06-30,16219400000.0,1686300000.0,16219400000.0,14533100000.0,122700000.0,274609823.0,40.11,11014600000.0,3395800000.0,2819500000.0,9968000000.0,9603800000.0,5178400000.0,19571800000.0,23561600000.0,43133400000.0,43133400000.0,EICHERMOT.NS,Automobile
2025-06-30,2038500000.0,333600000.0,933600000.0,600000000.0,58200000.0,627037037.0,0.54,338600000.0,173000000.0,354800000.0,1264500000.0,2497300000.0,2163700000.0,3761800000.0,1974000000.0,5735800000.0,5735800000.0,EIHOTEL.NS,Consumer Discretionary
2025-03-31,5017540000.0,329800000.0,3925180000.0,3595380000.0,45440000.0,,,2529350000.0,933750000.0,-449990000.0,4216520000.0,1947730000.0,-319440000.0,6164250000.0,2110210000.0,8274460000.0,8274460000.0,EIHOTEL.NS,Consumer Discretionary
2024-12-31,4064300000.0,341700000.0,4043500000.0,3701800000.0,59800000.0,625177305.0,4.23,2644500000.0,853700000.0,310100000.0,3225900000.0,2693400000.0,2351700000.0,5919300000.0,2082400000.0,8001700000.0,8001700000.0,EIHOTEL.NS,Consumer Discretionary
2024-09-30,2161300000.0,339400000.0,2141200000.0,1801800000.0,49000000.0,624375000.0,2.08,1298700000.0,425800000.0,335900000.0,1406700000.0,2584400000.0,2245000000.0,3991100000.0,1898800000.0,5889900000.0,5889900000.0,EIHOTEL.NS,Consumer Discretionary
2024-06-30,1736600000.0,333800000.0,1715100000.0,1381300000.0,46200000.0,627142857.0,1.47,921900000.0,367600000.0,333700000.0,1014800000.0,2425200000.0,2091400000.0,3440000000.0,1825400000.0,5265400000.0,5265400000.0,EIHOTEL.NS,Consumer Discretionary
2025-06-30,2337000000.0,445000000.0,2337000000.0,1892000000.0,24300000.0,436861702.0,3.76,1642600000.0,225100000.0,215900000.0,1697200000.0,4579100000.0,1142000000.0,6276300000.0,2764600000.0,9040900000.0,9040900000.0,EMAMILTD.NS,fmcg
2025-03-31,2400100000.0,435300000.0,2400100000.0,1964800000.0,27800000.0,,,1621700000.0,315300000.0,211600000.0,1759100000.0,4587100000.0,1156700000.0,6346200000.0,3284300000.0,9630500000.0,9630500000.0,EMAMILTD.NS,fmcg
2024-12-31,3491200000.0,456000000.0,3491200000.0,3035200000.0,21700000.0,436604069.0,6.39,2789900000.0,223700000.0,149300000.0,2930900000.0,4445800000.0,1107900000.0,7376700000.0,3118100000.0,10494800000.0,10494800000.0,EMAMILTD.NS,fmcg
2024-09-30,2674100000.0,446500000.0,2674100000.0,2227600000.0,23300000.0,436673511.0,4.87,2126600000.0,94400000.0,215600000.0,2058200000.0,4237500000.0,1205100000.0,6295700000.0,2610200000.0,8905900000.0,8905900000.0,EMAMILTD.NS,fmcg
2024-06-30,2248700000.0,444300000.0,2248700000.0,1804400000.0,20600000.0,436114286.0,3.5,1526400000.0,277800000.0,104600000.0,1720800000.0,4410200000.0,1018400000.0,6131000000.0,2929700000.0,9060700000.0,9060700000.0,EMAMILTD.NS,fmcg
2025-06-30,1084534000.0,105503000.0,1084534000.0,979031000.0,6190000.0,563800862.0,1.16,654009000.0,245141000.0,363643000.0,615388000.0,3633102000.0,1021815000.0,4248490000.0,4455103000.0,8703593000.0,8703593000.0,ENGINERSIN.NS,Industrials
2025-03-31,3373138000.0,106817000.0,3373138000.0,3266321000.0,5030000.0,,,2798100000.0,838234000.0,363529000.0,2902793000.0,2965430000.0,102592000.0,5868223000.0,4234046000.0,10102269000.0,10102269000.0,ENGINERSIN.NS,Industrials
2024-12-31,1359694000.0,95008000.0,1359694000.0,1264686000.0,6413000.0,560475258.0,1.94,1087322000.0,320707000.0,380737000.0,883949000.0,3362442000.0,723987000.0,4246391000.0,3399486000.0,7645877000.0,7645877000.0,ENGINERSIN.NS,Industrials
2024-09-30,1093450000.0,95312000.0,1093450000.0,998138000.0,7384000.0,562892655.0,1.77,996320000.0,221773000.0,469649000.0,528489000.0,3456662000.0,842084000.0,3985151000.0,2904275000.0,6889426000.0,6889426000.0,ENGINERSIN.NS,Industrials
2024-06-30,898823000.0,98438000.0,898823000.0,800385000.0,7765000.0,561945399.0,1.63,915971000.0,203143000.0,388671000.0,411714000.0,3209488000.0,691236000.0,3621202000.0,2617076000.0,6238278000.0,6238278000.0,ENGINERSIN.NS,Industrials
2025-06-30,2802900000.0,705100000.0,2802900000.0,2097800000.0,486800000.0,136562500.0,8.64,1179900000.0,360000000.0,26900000.0,2062000000.0,3807200000.0,1672200000.0,5869200000.0,1846400000.0,7715600000.0,7715600000.0,ERIS.NS,Healthcare
2025-03-31,2604000000.0,778400000.0,2604000000.0,1825600000.0,542800000.0,,,934500000.0,263100000.0,-18300000.0,1761100000.0,3401300000.0,-1936400000.0,5162400000.0,1863600000.0,7026000000.0,7026000000.0,ERIS.NS,Healthcare
2024-12-31,2545300000.0,812000000.0,2545300000.0,1733300000.0,571700000.0,136205212.0,6.14,836300000.0,292300000.0,42200000.0,1691100000.0,3761300000.0,1748700000.0,5452400000.0,1768800000.0,7221200000.0,7221200000.0,ERIS.NS,Healthcare
2024-09-30,2690600000.0,804800000.0,2690600000.0,1885800000.0,594700000.0,136294643.0,6.72,915900000.0,327600000.0,45500000.0,1840300000.0,3686500000.0,1647600000.0,5526800000.0,1862700000.0,7389500000.0,7389500000.0,ERIS.NS,Healthcare
2024-06-30,2516300000.0,757400000.0,2516300000.0,1758900000.0,603700000.0,136573770.0,6.1,833100000.0,259000000.0,16400000.0,1742500000.0,3607500000.0,1565200000.0,5350000000.0,1805900000.0,7155900000.0,7155900000.0,ERIS.NS,Healthcare
2025-06-30,5662500000.0,1489400000.0,5662500000.0,4173100000.0,324000000.0,850436137.0,3.21,2729900000.0,1103300000.0,275700000.0,3894000000.0,11353000000.0,6426700000.0,15247000000.0,31704200000.0,46951200000.0,46951200000.0,EXIDEIND.NS,Automobile
2025-03-31,4712700000.0,1476400000.0,4712700000.0,3236300000.0,341100000.0,,,1868700000.0,1016100000.0,-524300000.0,3147800000.0,7827800000.0,-3975600000.0,10975600000.0,31445300000.0,42420900000.0,42420900000.0,EXIDEIND.NS,Automobile
2024-12-31,4374100000.0,1450300000.0,4374100000.0,2923800000.0,543600000.0,852228261.0,1.84,1568100000.0,795800000.0,126900000.0,2795900000.0,10580000000.0,5894800000.0,13375900000.0,26791300000.0,40167200000.0,40167200000.0,EXIDEIND.NS,Automobile
2024-09-30,5123000000.0,1459100000.0,5123000000.0,3663900000.0,340200000.0,850294118.0,2.72,2312800000.0,989700000.0,402500000.0,3263900000.0,11495000000.0,6736300000.0,14758900000.0,29741100000.0,44500000000.0,44500000000.0,EXIDEIND.NS,Automobile
2024-06-30,4896000000.0,1437600000.0,4896000000.0,3458400000.0,297900000.0,849652510.0,2.59,2200600000.0,953000000.0,163300000.0,3294100000.0,10983300000.0,6334100000.0,14277400000.0,30079700000.0,44357100000.0,44357100000.0,EXIDEIND.NS,Automobile
2025-06-30,,,,,45396200000.0,2481945946.0,3.7,9183200000.0,3230600000.0,,,20686700000.0,11583900000.0,,,37757100000.0,37757100000.0,FEDERALBNK.NS,Financial Services
2025-03-31,,,,,44564700000.0,,,10909400000.0,3252800000.0,,,21024100000.0,11896300000.0,,,36988200000.0,36988200000.0,FEDERALBNK.NS,Financial Services
2024-12-31,,,,,45698200000.0,2478083990.0,3.81,9441500000.0,3281500000.0,,,19619900000.0,10660800000.0,,,36262000000.0,36262000000.0,FEDERALBNK.NS,Financial Services
2024-09-30,,,,,43934500000.0,2474604966.0,4.43,10962500000.0,3685900000.0,,,19526500000.0,10606800000.0,,,36218400000.0,36218400000.0,FEDERALBNK.NS,Financial Services
2024-06-30,,,,,42115300000.0,2469975962.0,4.16,10275100000.0,3643200000.0,,,18749000000.0,10286500000.0,,,34521200000.0,34521200000.0,FEDERALBNK.NS,Financial Services
2025-06-30,1630800000.0,266100000.0,1630800000.0,1364700000.0,55100000.0,617358491.0,1.59,981600000.0,328000000.0,646800000.0,669800000.0,2733300000.0,1883700000.0,3403100000.0,7028400000.0,10431500000.0,10431500000.0,FINPIPE.NS,Materials
2025-03-31,2562700000.0,268900000.0,2562700000.0,2293800000.0,61800000.0,,,1645800000.0,586200000.0,618700000.0,1470200000.0,2569000000.0,1787600000.0,4039200000.0,7678900000.0,11718100000.0,11718100000.0,FINPIPE.NS,Materials
2024-12-31,1491200000.0,273100000.0,1491200000.0,1218100000.0,100100000.0,618552632.0,1.52,940200000.0,177800000.0,484200000.0,561200000.0,2866300000.0,2023200000.0,3427500000.0,6584900000.0,10012400000.0,10012400000.0,FINPIPE.NS,Materials
2024-09-30,951600000.0,264300000.0,951600000.0,687300000.0,68000000.0,616212121.0,0.66,406700000.0,212600000.0,826200000.0,-158600000.0,2631900000.0,1803100000.0,2473300000.0,5811000000.0,8284300000.0,8284300000.0,FINPIPE.NS,Materials
2024-06-30,2620500000.0,260800000.0,6790400000.0,6529600000.0,66500000.0,618185185.0,8.1,5007300000.0,1455800000.0,549000000.0,1805700000.0,2913400000.0,2076800000.0,4719100000.0,6685800000.0,11404900000.0,11404900000.0,FINPIPE.NS,Materials
2025-06-30,5089900000.0,1014800000.0,5216200000.0,4201400000.0,695700000.0,754434783.0,3.45,2602800000.0,837900000.0,154000000.0,3891900000.0,8023300000.0,3881000000.0,11915200000.0,9752000000.0,21667200000.0,21667200000.0,FORTIS.NS,Healthcare
2025-03-31,4367752000.0,1022348000.0,3767680000.0,2745332000.0,379759000.0,,,1838952000.0,485327000.0,-232249000.0,3236308000.0,6691534000.0,-3753210000.0,9927842000.0,9555580000.0,19483422000.0,19483422000.0,FORTIS.NS,Healthcare
2024-12-31,3980700000.0,973300000.0,4218700000.0,3245400000.0,451500000.0,755792683.0,3.28,2479000000.0,250900000.0,208900000.0,2777900000.0,7832300000.0,3916600000.0,10610200000.0,8672400000.0,19282600000.0,19282600000.0,FORTIS.NS,Healthcare
2024-09-30,4523000000.0,950500000.0,3925300000.0,2974800000.0,364300000.0,754102564.0,2.34,1764600000.0,679700000.0,132400000.0,3397800000.0,7789400000.0,3935700000.0,11187200000.0,8696700000.0,19883900000.0,19883900000.0,FORTIS.NS,Healthcare
2024-06-30,3561200000.0,910000000.0,3563200000.0,2653200000.0,352700000.0,754363636.0,2.2,1659600000.0,560700000.0,130100000.0,2515200000.0,7610400000.0,3746500000.0,10125600000.0,8463400000.0,18589000000.0,18589000000.0,FORTIS.NS,Healthcare
2025-06-30,3539130000.0,972470000.0,3539130000.0,2566660000.0,434370000.0,705550000.0,2.4,1693320000.0,439040000.0,68270000.0,2498390000.0,6503940000.0,5531470000.0,9002330000.0,13207010000.0,22209340000.0,22209340000.0,FSL.NS,IT Services
2025-03-31,3614580000.0,1189680000.0,3633050000.0,2443370000.0,426240000.0,,,1606850000.0,410270000.0,38860000.0,2500050000.0,7982810000.0,-2177690000.0,10482860000.0,11194820000.0,21677680000.0,21677680000.0,FSL.NS,IT Services
2024-12-31,3155650000.0,844000000.0,3243740000.0,2399740000.0,393200000.0,706185022.0,2.27,1603040000.0,403490000.0,-20950000.0,2332600000.0,5475530000.0,4776790000.0,7808130000.0,13070370000.0,20878500000.0,20878500000.0,FSL.NS,IT Services
2024-09-30,2845470000.0,791870000.0,2845470000.0,2053600000.0,343320000.0,705183673.0,1.96,1382160000.0,328170000.0,-27260000.0,2080860000.0,5140870000.0,4349000000.0,7221730000.0,12104390000.0,19326120000.0,19326120000.0,FSL.NS,IT Services
2024-06-30,2717060000.0,728500000.0,2717060000.0,1988560000.0,316000000.0,704427083.0,1.92,1352500000.0,320070000.0,18360000.0,1970200000.0,4600460000.0,3944250000.0,6570660000.0,11268040000.0,17838700000.0,17838700000.0,FSL.NS,IT Services
2025-06-30,42344800000.0,9927200000.0,42344800000.0,32417600000.0,2129200000.0,6581111111.0,3.6,23692000000.0,6466000000.0,1441300000.0,26760200000.0,36090500000.0,20823500000.0,62850700000.0,290256100000.0,353106800000.0,353106800000.0,GAIL.NS,Utilities
2025-03-31,42074700000.0,7857100000.0,42074700000.0,34217600000.0,1817600000.0,,,24917600000.0,7343900000.0,3923600000.0,27496500000.0,35490500000.0,22125800000.0,62987000000.0,301433900000.0,364420900000.0,364420900000.0,GAIL.NS,Utilities
2024-12-31,39406500000.0,9393500000.0,63806800000.0,54413300000.0,1692900000.0,6572560386.0,6.21,40815600000.0,11878000000.0,3780600000.0,22298900000.0,38638900000.0,23538000000.0,60937800000.0,307409500000.0,368347300000.0,368347300000.0,GAIL.NS,Utilities
2024-09-30,45798100000.0,9219800000.0,45798100000.0,36578300000.0,1881800000.0,6569634146.0,4.1,26935500000.0,7799800000.0,2766700000.0,30152200000.0,35894100000.0,21105500000.0,66046300000.0,272842700000.0,338889000000.0,338889000000.0,GAIL.NS,Utilities
2024-06-30,54747700000.0,11521900000.0,54747700000.0,43225800000.0,2087600000.0,6576301653.0,4.84,31829300000.0,9304700000.0,2205500000.0,36378300000.0,35303300000.0,18200600000.0,71681600000.0,275696100000.0,347377700000.0,347377700000.0,GAIL.NS,Utilities
2025-06-30,2169300000.0,204600000.0,2169300000.0,1964700000.0,10400000.0,32585551.0,44.71,1456900000.0,497400000.0,66800000.0,1897900000.0,3008900000.0,951700000.0,4906800000.0,2160400000.0,7067200000.0,7067200000.0,GILLETTE.NS,fmcg
2025-03-31,2375000000.0,245300000.0,2375000000.0,2129700000.0,32100000.0,32583162.0,48.7,1586800000.0,510800000.0,117400000.0,2012300000.0,2746000000.0,970300000.0,4758300000.0,2916400000.0,7674700000.0,7674700000.0,GILLETTE.NS,fmcg
2024-12-31,1919000000.0,205100000.0,1919000000.0,1713900000.0,42500000.0,32584066.0,38.66,1259700000.0,411700000.0,91900000.0,1622000000.0,2402200000.0,826500000.0,4024200000.0,2831300000.0,6855500000.0,6855500000.0,GILLETTE.NS,fmcg
2024-09-30,1975400000.0,192400000.0,1975400000.0,1783000000.0,10500000.0,32584517.0,40.82,1330100000.0,442400000.0,70500000.0,1712500000.0,2699600000.0,891700000.0,4412100000.0,3406100000.0,7818200000.0,7818200000.0,GILLETTE.NS,fmcg
2024-06-30,1791100000.0,212000000.0,1791100000.0,1579100000.0,26800000.0,,,1159700000.0,392600000.0,-138000000.0,1714600000.0,2116000000.0,106500000.0,3830600000.0,2622700000.0,6453300000.0,6453300000.0,GILLETTE.NS,fmcg
2025-06-30,4252890000.0,1010520000.0,4252890000.0,3242370000.0,114960000.0,164741590.0,13.08,2154820000.0,972590000.0,575270000.0,2667100000.0,7177770000.0,2086870000.0,9844870000.0,5211350000.0,15056220000.0,15056220000.0,GLAND.NS,Healthcare
2025-03-31,3869430000.0,957610000.0,3869430000.0,2911820000.0,28490000.0,,,1865410000.0,1017920000.0,-1617390000.0,2507060000.0,6533730000.0,255280000.0,9040790000.0,4879520000.0,13920310000.0,13920310000.0,GLAND.NS,Healthcare
2024-12-31,4184490000.0,963250000.0,4184490000.0,3221240000.0,228220000.0,164808374.0,12.42,2046920000.0,946100000.0,584940000.0,2636300000.0,6577130000.0,2185310000.0,9213430000.0,4627090000.0,13840520000.0,13840520000.0,GLAND.NS,Healthcare
2024-09-30,3567160000.0,938260000.0,3567160000.0,2628900000.0,61120000.0,164684794.0,9.93,1635320000.0,932460000.0,596590000.0,2032310000.0,6271390000.0,2035030000.0,8303700000.0,5754630000.0,14058330000.0,14058330000.0,GLAND.NS,Healthcare
2024-06-30,3158230000.0,919620000.0,3158230000.0,2238610000.0,56160000.0,164674685.0,8.73,1437610000.0,744840000.0,514260000.0,1724350000.0,6650180000.0,2175290000.0,8374530000.0,5642570000.0,14017100000.0,14017100000.0,GLAND.NS,Healthcare
2025-06-30,6069620000.0,1299260000.0,2837300000.0,1538040000.0,582260000.0,282355422.0,1.66,468710000.0,486050000.0,264420000.0,4505940000.0,15931630000.0,9055900000.0,20437570000.0,10155760000.0,30593330000.0,30593330000.0,GLENMARK.NS,Healthcare
2025-03-31,1998910000.0,1252050000.0,1998910000.0,746860000.0,667120000.0,,,46500000.0,35900000.0,116840000.0,4358210000.0,16953630000.0,8696630000.0,21311840000.0,10889480000.0,32201320000.0,32201320000.0,GLENMARK.NS,Healthcare
2024-12-31,6313570000.0,1227380000.0,6313570000.0,5086190000.0,522930000.0,282207624.0,12.33,3479620000.0,1082950000.0,311280000.0,4774910000.0,17401760000.0,9146000000.0,22176670000.0,10842370000.0,33019040000.0,33019040000.0,GLENMARK.NS,Healthcare
2024-09-30,6413290000.0,1202780000.0,6413290000.0,5210510000.0,484790000.0,282242231.0,12.55,3542140000.0,1180870000.0,394170000.0,4816340000.0,18487870000.0,9752420000.0,23304210000.0,10700770000.0,34004980000.0,34004980000.0,GLENMARK.NS,Healthcare
2024-06-30,6197050000.0,1177890000.0,6197050000.0,5019160000.0,395820000.0,282145108.0,12.06,3402670000.0,1220960000.0,314920000.0,4704240000.0,16427960000.0,8354510000.0,21132200000.0,11100820000.0,32233020000.0,32233020000.0,GLENMARK.NS,Healthcare
2025-06-30,7790800000.0,593500000.0,7595400000.0,7001900000.0,864900000.0,1023642534.0,4.42,4524500000.0,1612500000.0,845200000.0,6352100000.0,12453300000.0,5831200000.0,18805400000.0,17613400000.0,36418800000.0,36418800000.0,GODREJCP.NS,fmcg
2025-03-31,7772500000.0,725500000.0,7626100000.0,6900600000.0,505600000.0,,,4119900000.0,2275100000.0,-2283800000.0,7033800000.0,8299700000.0,-11175600000.0,15333500000.0,20444600000.0,35778100000.0,35778100000.0,GODREJCP.NS,fmcg
2024-12-31,8390400000.0,618900000.0,8333000000.0,7714100000.0,897100000.0,1023223819.0,4.87,4983100000.0,1833900000.0,831000000.0,6940500000.0,13268600000.0,6238000000.0,20209100000.0,17282000000.0,37491100000.0,37491100000.0,GODREJCP.NS,fmcg
2024-09-30,8456300000.0,501000000.0,8398500000.0,7897500000.0,830900000.0,1023562500.0,4.8,4913100000.0,2153500000.0,859900000.0,7115800000.0,13073100000.0,6018700000.0,20188900000.0,16282200000.0,36471100000.0,36471100000.0,GODREJCP.NS,fmcg
2024-06-30,8015400000.0,494600000.0,7812400000.0,7317800000.0,877500000.0,1024295455.0,4.4,4506900000.0,1933400000.0,771100000.0,6749700000.0,11650400000.0,5259800000.0,18400100000.0,14707700000.0,33107800000.0,33107800000.0,GODREJCP.NS,fmcg
2025-06-30,9153000000.0,220400000.0,9153000000.0,8932600000.0,326900000.0,301265060.0,19.92,6001200000.0,2621700000.0,11857800000.0,-2653300000.0,5237500000.0,3524100000.0,2584200000.0,1761400000.0,4345600000.0,4345600000.0,GODREJPROP.NS,Real Estate
2025-03-31,4541600000.0,210700000.0,4541600000.0,4330900000.0,-1337900000.0,,,3819900000.0,1884400000.0,-14554400000.0,888900000.0,5644000000.0,-3082400000.0,6532900000.0,13445100000.0,19978000000.0,19978000000.0,GODREJPROP.NS,Real Estate
2024-12-31,2803600000.0,176900000.0,2803600000.0,2626700000.0,424100000.0,285333333.0,5.7,1626400000.0,620600000.0,2710900000.0,98600000.0,4859200000.0,3542800000.0,4957800000.0,4731000000.0,9688800000.0,9688800000.0,GODREJPROP.NS,Real Estate
